categoria,score,type,name
Emocionales y Humanistas,8.42,TV,Kono Oto Tomare! Part 2
Fantásticos y Experimentales,8.42,Movie,Gintama: Yorinuki Gintama-san on Theater 2D
Comedia,8.42,Movie,Gintama: Yorinuki Gintama-san on Theater 2D
Acción y Aventura,8.42,Movie,Gintama: Yorinuki Gintama-san on Theater 2D
Acción y Aventura,8.42,OVA,Shingeki no Kyojin: Kuinaki Sentaku
Fantásticos y Experimentales,8.42,ONA,Tian Guan Cifu
Emocionales y Humanistas,8.42,ONA,Tian Guan Cifu
Acción y Aventura,8.42,ONA,Tian Guan Cifu
Emocionales y Humanistas,8.42,Movie,Karakai Jouzu no Takagi-san Movie
Fantásticos y Experimentales,8.42,TV,Koukaku Kidoutai: Stand Alone Complex
Acción y Aventura,8.42,TV,Koukaku Kidoutai: Stand Alone Complex
Misterio y Terror,8.42,TV,Koukaku Kidoutai: Stand Alone Complex
Acción y Aventura,8.42,TV,Bungou Stray Dogs 4th Season
Misterio y Terror,8.42,TV,Bungou Stray Dogs 4th Season
Emocionales y Humanistas,8.42,Movie,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou
Acción y Aventura,8.42,TV,Kimetsu no Yaiba
Emocionales y Humanistas,8.42,ONA,Wu Liuqi: Xuanwu Guo Pian
Comedia,8.42,ONA,Wu Liuqi: Xuanwu Guo Pian
Acción y Aventura,8.42,ONA,Wu Liuqi: Xuanwu Guo Pian
Misterio y Terror,8.42,ONA,Wu Liuqi: Xuanwu Guo Pian
Fantásticos y Experimentales,8.41,TV,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2
Emocionales y Humanistas,8.41,TV,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2
Íntimos y Adultos,8.41,TV,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2
Acción y Aventura,8.41,TV,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2
Comedia,8.41,TV,Saiki Kusuo no Ψ-nan
Comedia,8.41,TV,Saiki Kusuo no Ψ-nan 2
Acción y Aventura,8.41,TV,Mononoke
Misterio y Terror,8.41,TV,Mononoke
Emocionales y Humanistas,8.41,Movie,Saenai Heroine no Sodatekata Fine
Comedia,8.41,Movie,Saenai Heroine no Sodatekata Fine
Fantásticos y Experimentales,8.41,Movie,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu
Comedia,8.41,Movie,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu
Acción y Aventura,8.41,Movie,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu
Emocionales y Humanistas,8.4,Special,Natsume Yuujinchou Roku Specials
Acción y Aventura,8.4,Special,Natsume Yuujinchou Roku Specials
Emocionales y Humanistas,8.4,OVA,Kamisama Hajimemashita: Kako-hen
Comedia,8.4,OVA,Kamisama Hajimemashita: Kako-hen
Acción y Aventura,8.4,OVA,Kamisama Hajimemashita: Kako-hen
Emocionales y Humanistas,8.4,TV,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen
Comedia,8.4,TV,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen
Fantásticos y Experimentales,8.39,ONA,Xian Ni
Acción y Aventura,8.39,ONA,Xian Ni
Emocionales y Humanistas,8.39,TV,Chiikawa
Fantásticos y Experimentales,8.39,Movie,Sayonara no Asa ni Yakusoku no Hana wo Kazarou
Emocionales y Humanistas,8.39,Movie,Sayonara no Asa ni Yakusoku no Hana wo Kazarou
Acción y Aventura,8.39,Movie,Ramayana: The Legend of Prince Rama
Fantásticos y Experimentales,8.39,TV,Houseki no Kuni
Emocionales y Humanistas,8.39,TV,Houseki no Kuni
Acción y Aventura,8.39,TV,Houseki no Kuni
Misterio y Terror,8.39,TV,Houseki no Kuni
Acción y Aventura,8.39,TV,Major S5
Acción y Aventura,8.39,Movie,Jujutsu Kaisen 0 Movie
Fantásticos y Experimentales,8.38,ONA,Tunshi Xingkong 3rd Season
Acción y Aventura,8.38,ONA,Tunshi Xingkong 3rd Season
Emocionales y Humanistas,8.38,Special,Violet Evergarden: Recollections
Fantásticos y Experimentales,8.38,Movie,Made in Abyss Movie 2: Hourou Suru Tasogare
Emocionales y Humanistas,8.38,Movie,Made in Abyss Movie 2: Hourou Suru Tasogare
Acción y Aventura,8.38,Movie,Made in Abyss Movie 2: Hourou Suru Tasogare
Misterio y Terror,8.38,Movie,Made in Abyss Movie 2: Hourou Suru Tasogare
Emocionales y Humanistas,8.38,TV,Kaze ga Tsuyoku Fuiteiru
Acción y Aventura,8.38,TV,Kaze ga Tsuyoku Fuiteiru
Fantásticos y Experimentales,8.38,TV,Vivy: Fluorite Eye's Song
Acción y Aventura,8.38,TV,Vivy: Fluorite Eye's Song
Misterio y Terror,8.38,TV,Vivy: Fluorite Eye's Song
Emocionales y Humanistas,8.38,Movie,Josee to Tora to Sakana-tachi
Emocionales y Humanistas,8.38,TV,Mahou Shoujo Madoka★Magica
Misterio y Terror,8.38,TV,Mahou Shoujo Madoka★Magica
Comedia,8.38,OVA,Gintama°: Aizome Kaori-hen
Fantásticos y Experimentales,8.38,Movie,Cowboy Bebop: Tengoku no Tobira
Acción y Aventura,8.38,Movie,Cowboy Bebop: Tengoku no Tobira
Emocionales y Humanistas,8.38,Movie,Yuru Camp△ Movie
Emocionales y Humanistas,8.37,TV,Medalist
Acción y Aventura,8.37,TV,Medalist
Emocionales y Humanistas,8.37,TV,Girls Band Cry
Fantásticos y Experimentales,8.37,Movie,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)
Emocionales y Humanistas,8.37,Movie,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)
Acción y Aventura,8.37,Movie,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)
Misterio y Terror,8.37,Movie,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)
Emocionales y Humanistas,8.37,TV,Cross Game
Acción y Aventura,8.37,TV,Cross Game
Emocionales y Humanistas,8.37,TV,3-gatsu no Lion
Emocionales y Humanistas,8.37,Movie,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari
Misterio y Terror,8.37,Movie,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari
Emocionales y Humanistas,8.37,Movie,Fruits Basket: Prelude
Acción y Aventura,8.37,TV,Haikyuu!! To the Top
Emocionales y Humanistas,8.37,TV,Karakai Jouzu no Takagi-san 3
Comedia,8.37,TV,Karakai Jouzu no Takagi-san 3
Emocionales y Humanistas,8.37,TV,Chihayafuru 2
Acción y Aventura,8.37,TV,Chihayafuru 2
Emocionales y Humanistas,8.36,TV,Yofukashi no Uta Season 2
Acción y Aventura,8.36,TV,Yofukashi no Uta Season 2
Fantásticos y Experimentales,8.36,ONA,Tunshi Xingkong 4th Season
Acción y Aventura,8.36,ONA,Tunshi Xingkong 4th Season
Comedia,8.36,Movie,K-On! Movie
Acción y Aventura,8.36,Movie,Kizumonogatari I: Tekketsu-hen
Misterio y Terror,8.36,Movie,Kizumonogatari I: Tekketsu-hen
Emocionales y Humanistas,8.36,TV,Initial D First Stage
Acción y Aventura,8.36,TV,Initial D First Stage
Fantásticos y Experimentales,8.36,TV,Shinseiki Evangelion
Emocionales y Humanistas,8.36,TV,Shinseiki Evangelion
Acción y Aventura,8.36,TV,Shinseiki Evangelion
Misterio y Terror,8.36,TV,Shinseiki Evangelion
Emocionales y Humanistas,8.36,TV,Barakamon
Acción y Aventura,8.35,Movie,Meitantei Conan Movie 26: Kurogane no Submarine
Misterio y Terror,8.35,Movie,Meitantei Conan Movie 26: Kurogane no Submarine
Emocionales y Humanistas,8.35,TV,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan
Comedia,8.35,TV,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan
Fantásticos y Experimentales,8.35,Special,Gintama: Shiroyasha Koutan
Comedia,8.35,Special,Gintama: Shiroyasha Koutan
Acción y Aventura,8.35,Special,Gintama: Shiroyasha Koutan
Emocionales y Humanistas,8.35,TV,Non Non Biyori Nonstop
Fantásticos y Experimentales,8.35,TV,Kono Subarashii Sekai ni Shukufuku wo! 3
Comedia,8.35,TV,Kono Subarashii Sekai ni Shukufuku wo! 3
Acción y Aventura,8.35,TV,Kono Subarashii Sekai ni Shukufuku wo! 3
Fantásticos y Experimentales,8.35,Movie,Kaze no Tani no Nausicaä
Emocionales y Humanistas,8.35,Movie,Kaze no Tani no Nausicaä
Acción y Aventura,8.35,Movie,Kaze no Tani no Nausicaä
Acción y Aventura,8.35,TV,Baccano!
Misterio y Terror,8.35,TV,Baccano!
Emocionales y Humanistas,8.35,TV,Versailles no Bara
Emocionales y Humanistas,8.35,Special,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou"
Acción y Aventura,8.35,TV,Kimetsu no Yaiba: Mugen Ressha-hen
Fantásticos y Experimentales,8.35,TV,Tensei shitara Slime Datta Ken 2nd Season
Comedia,8.35,TV,Tensei shitara Slime Datta Ken 2nd Season
Acción y Aventura,8.35,TV,Tensei shitara Slime Datta Ken 2nd Season
Fantásticos y Experimentales,8.35,ONA,Douluo Dalu 2nd Season
Acción y Aventura,8.35,ONA,Douluo Dalu 2nd Season
Emocionales y Humanistas,8.34,TV,Ashita no Joe
Acción y Aventura,8.34,TV,Ashita no Joe
Emocionales y Humanistas,8.34,TV,Hibike! Euphonium 2
Emocionales y Humanistas,8.34,TV,Fumetsu no Anata e
Acción y Aventura,8.34,TV,Fumetsu no Anata e
Fantásticos y Experimentales,8.34,TV,86
Emocionales y Humanistas,8.34,TV,86
Acción y Aventura,8.34,TV,86
Emocionales y Humanistas,8.34,TV,IDOLiSH7 Third Beat! Part 2
Acción y Aventura,8.34,OVA,Hellsing Ultimate
Misterio y Terror,8.34,OVA,Hellsing Ultimate
Fantásticos y Experimentales,8.34,TV,Mushoku Tensei: Isekai Ittara Honki Dasu
Emocionales y Humanistas,8.34,TV,Mushoku Tensei: Isekai Ittara Honki Dasu
Íntimos y Adultos,8.34,TV,Mushoku Tensei: Isekai Ittara Honki Dasu
Acción y Aventura,8.34,TV,Mushoku Tensei: Isekai Ittara Honki Dasu
Fantásticos y Experimentales,8.33,TV,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season
Emocionales y Humanistas,8.33,TV,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season
Misterio y Terror,8.33,TV,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season
Fantásticos y Experimentales,8.33,TV,Psycho-Pass
Acción y Aventura,8.33,TV,Psycho-Pass
Misterio y Terror,8.33,TV,Psycho-Pass
Fantásticos y Experimentales,8.33,ONA,Wu Shan Wu Xing: Xichuan Huan Zi Lin
Acción y Aventura,8.33,ONA,Wu Shan Wu Xing: Xichuan Huan Zi Lin
Emocionales y Humanistas,8.33,TV,Bakuman. 2nd Season
Comedia,8.33,TV,Bakuman. 2nd Season
Emocionales y Humanistas,8.33,OVA,Natsume Yuujinchou: Itsuka Yuki no Hi ni
Acción y Aventura,8.33,OVA,Natsume Yuujinchou: Itsuka Yuki no Hi ni
Comedia,8.32,Movie,Bocchi the Rock! Movie
Fantásticos y Experimentales,8.32,OVA,Kidou Senshi Gundam: The Origin
Acción y Aventura,8.32,OVA,Kidou Senshi Gundam: The Origin
Fantásticos y Experimentales,8.32,TV,Fate/stay night: Unlimited Blade Works 2nd Season
Acción y Aventura,8.32,TV,Fate/stay night: Unlimited Blade Works 2nd Season
Acción y Aventura,8.32,TV,One Outs
Misterio y Terror,8.32,TV,One Outs
Emocionales y Humanistas,8.32,TV,Bakemonogatari
Acción y Aventura,8.32,TV,Bakemonogatari
Misterio y Terror,8.32,TV,Bakemonogatari
Fantásticos y Experimentales,8.32,TV,Kiseijuu: Sei no Kakuritsu
Acción y Aventura,8.32,TV,Kiseijuu: Sei no Kakuritsu
Misterio y Terror,8.32,TV,Kiseijuu: Sei no Kakuritsu
Emocionales y Humanistas,8.32,TV,Usagi Drop
Fantásticos y Experimentales,8.32,Movie,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu
Emocionales y Humanistas,8.32,Movie,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu
Fantásticos y Experimentales,8.31,TV,Dr. Stone: New World Part 2
Comedia,8.31,TV,Dr. Stone: New World Part 2
Acción y Aventura,8.31,TV,Dr. Stone: New World Part 2
Fantásticos y Experimentales,8.31,Movie,Ginga Eiyuu Densetsu: Die Neue These - Sakubou
Emocionales y Humanistas,8.31,Movie,Ginga Eiyuu Densetsu: Die Neue These - Sakubou
Íntimos y Adultos,8.31,Movie,Sasaki to Miyano Movie: Sotsugyou-hen
Emocionales y Humanistas,8.31,Special,Natsume Yuujinchou Go Specials
Acción y Aventura,8.31,Special,Natsume Yuujinchou Go Specials
Fantásticos y Experimentales,8.31,OVA,Uchuu Senkan Yamato 2199
Emocionales y Humanistas,8.31,OVA,Uchuu Senkan Yamato 2199
Acción y Aventura,8.31,OVA,Uchuu Senkan Yamato 2199
Acción y Aventura,8.31,TV,Major S6
Emocionales y Humanistas,8.31,TV,Romeo no Aoi Sora
Acción y Aventura,8.31,TV,Romeo no Aoi Sora
Fantásticos y Experimentales,8.31,ONA,Tunshi Xingkong 2nd Season
Acción y Aventura,8.31,ONA,Tunshi Xingkong 2nd Season
Fantásticos y Experimentales,8.31,Movie,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi
Comedia,8.31,Movie,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi
Acción y Aventura,8.31,Movie,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi
Fantásticos y Experimentales,8.31,OVA,Hunter x Hunter: Original Video Animation
Acción y Aventura,8.31,OVA,Hunter x Hunter: Original Video Animation
Emocionales y Humanistas,8.31,TV,NHK ni Youkoso!
Comedia,8.31,TV,NHK ni Youkoso!
Emocionales y Humanistas,8.3,ONA,Shiguang Dailiren: Yingdu Pian
Emocionales y Humanistas,8.3,Movie,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai
Acción y Aventura,8.3,Movie,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai
Emocionales y Humanistas,8.3,TV,Ookami to Koushinryou II
Acción y Aventura,8.3,TV,Ookami to Koushinryou II
Fantásticos y Experimentales,8.3,Movie,Luo Xiaohei Zhanji (Movie)
Emocionales y Humanistas,8.3,Movie,Luo Xiaohei Zhanji (Movie)
Acción y Aventura,8.3,Movie,Luo Xiaohei Zhanji (Movie)
Emocionales y Humanistas,8.3,TV,Natsume Yuujinchou
Acción y Aventura,8.3,TV,Natsume Yuujinchou
Acción y Aventura,8.3,TV,Diamond no Ace: Second Season
Fantásticos y Experimentales,8.3,Movie,Evangelion Movie 2: Ha
Emocionales y Humanistas,8.3,Movie,Evangelion Movie 2: Ha
Acción y Aventura,8.3,Movie,Evangelion Movie 2: Ha
Misterio y Terror,8.3,Movie,Evangelion Movie 2: Ha
Misterio y Terror,8.3,TV,Boku dake ga Inai Machi
Fantásticos y Experimentales,8.3,TV,Tensei shitara Slime Datta Ken 2nd Season Part 2
Comedia,8.3,TV,Tensei shitara Slime Datta Ken 2nd Season Part 2
Acción y Aventura,8.3,TV,Tensei shitara Slime Datta Ken 2nd Season Part 2
Fantásticos y Experimentales,8.29,Special,Steins;Gate: Oukoubakko no Poriomania
Comedia,8.29,Special,Steins;Gate: Oukoubakko no Poriomania
Acción y Aventura,8.29,TV,Kingdom 2nd Season
Fantásticos y Experimentales,8.29,Movie,Redline
Acción y Aventura,8.29,Movie,Redline
Fantásticos y Experimentales,8.29,TV,Kemono no Souja Erin
Emocionales y Humanistas,8.29,TV,Kemono no Souja Erin
Acción y Aventura,8.29,TV,Kuroko no Basket 3rd Season
Emocionales y Humanistas,8.29,TV,Katanagatari
Acción y Aventura,8.29,TV,Katanagatari
Emocionales y Humanistas,8.29,TV,Initial D Final Stage
Acción y Aventura,8.29,TV,Initial D Final Stage
Emocionales y Humanistas,8.29,TV,Sakamichi no Apollon
Emocionales y Humanistas,8.29,TV,Given
Íntimos y Adultos,8.29,TV,Given
Acción y Aventura,8.29,Movie,Meitantei Conan Movie 06: Baker Street no Bourei
Misterio y Terror,8.29,Movie,Meitantei Conan Movie 06: Baker Street no Bourei
Emocionales y Humanistas,8.29,TV,Beck
Emocionales y Humanistas,8.29,TV,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.
Acción y Aventura,8.29,TV,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.
Misterio y Terror,8.29,TV,Yuukoku no Moriarty Part 2
Fantásticos y Experimentales,8.28,ONA,Fanren Xiu Xian Chuan: Xinghai Feichi
Acción y Aventura,8.28,ONA,Fanren Xiu Xian Chuan: Xinghai Feichi
Fantásticos y Experimentales,8.28,TV,Kage no Jitsuryokusha ni Naritakute! 2nd Season
Comedia,8.28,TV,Kage no Jitsuryokusha ni Naritakute! 2nd Season
Acción y Aventura,8.28,TV,Kage no Jitsuryokusha ni Naritakute! 2nd Season
Acción y Aventura,8.28,OVA,Major: World Series
Fantásticos y Experimentales,8.28,Movie,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3
Emocionales y Humanistas,8.28,Movie,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3
Emocionales y Humanistas,8.28,Movie,Tokyo Godfathers
Comedia,8.28,Movie,Tokyo Godfathers
Fantásticos y Experimentales,8.28,TV,Kino no Tabi: The Beautiful World
Emocionales y Humanistas,8.28,TV,Kino no Tabi: The Beautiful World
Acción y Aventura,8.28,TV,Kino no Tabi: The Beautiful World
Fantásticos y Experimentales,8.28,TV,Tanoshii Muumin Ikka
Emocionales y Humanistas,8.28,TV,Tanoshii Muumin Ikka
Acción y Aventura,8.28,TV,Tanoshii Muumin Ikka
Emocionales y Humanistas,8.28,TV,Rurouni Kenshin: Meiji Kenkaku Romantan
Comedia,8.28,TV,Rurouni Kenshin: Meiji Kenkaku Romantan
Acción y Aventura,8.28,TV,Rurouni Kenshin: Meiji Kenkaku Romantan
Fantásticos y Experimentales,8.28,TV,Naruto: Shippuuden
Acción y Aventura,8.28,TV,Naruto: Shippuuden
Fantásticos y Experimentales,8.27,TV,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season"
Acción y Aventura,8.27,TV,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season"
Acción y Aventura,8.27,TV,Diamond no Ace: Act II
Comedia,8.27,TV,Gin no Saji 2nd Season
Emocionales y Humanistas,8.27,TV,Yuru Camp△
Íntimos y Adultos,8.27,Movie,Doukyuusei
Emocionales y Humanistas,8.27,TV,Shirobako
Comedia,8.27,TV,Shirobako
Fantásticos y Experimentales,8.27,TV,Fate/Zero
Acción y Aventura,8.27,TV,Fate/Zero
Fantásticos y Experimentales,8.27,Special,Gintama: Shinyaku Benizakura-hen
Comedia,8.27,Special,Gintama: Shinyaku Benizakura-hen
Acción y Aventura,8.27,Special,Gintama: Shinyaku Benizakura-hen
Fantásticos y Experimentales,8.27,Movie,Koukaku Kidoutai
Acción y Aventura,8.27,Movie,Koukaku Kidoutai
Misterio y Terror,8.27,Movie,Koukaku Kidoutai
Emocionales y Humanistas,8.27,Movie,Tenki no Ko
Acción y Aventura,8.27,Movie,Tenki no Ko
Emocionales y Humanistas,8.26,TV,Sono Bisque Doll wa Koi wo Suru Season 2
Fantásticos y Experimentales,8.26,TV,Kaijuu 8-gou
Acción y Aventura,8.26,TV,Kaijuu 8-gou
Acción y Aventura,8.26,Movie,Haikyuu!! Movie 4: Concept no Tatakai
Fantásticos y Experimentales,8.26,TV Special,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero
Misterio y Terror,8.26,TV Special,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero
Fantásticos y Experimentales,8.26,TV,Space☆Dandy 2nd Season
Comedia,8.26,TV,Space☆Dandy 2nd Season
Fantásticos y Experimentales,8.26,TV,Dororo
Acción y Aventura,8.26,TV,Dororo
Fantásticos y Experimentales,8.26,ONA,Doupo Cangqiong 4th Season
Emocionales y Humanistas,8.26,ONA,Doupo Cangqiong 4th Season
Acción y Aventura,8.26,ONA,Doupo Cangqiong 4th Season
Misterio y Terror,8.26,TV,Gyakkyou Burai Kaiji: Ultimate Survivor
Fantásticos y Experimentales,8.26,OVA,Tsubasa: Tokyo Revelations
Emocionales y Humanistas,8.26,OVA,Tsubasa: Tokyo Revelations
Acción y Aventura,8.26,OVA,Tsubasa: Tokyo Revelations
Fantásticos y Experimentales,8.26,Movie,Tenkuu no Shiro Laputa
Acción y Aventura,8.26,Movie,Tenkuu no Shiro Laputa
Fantásticos y Experimentales,8.26,TV,Dr. Stone
Comedia,8.26,TV,Dr. Stone
Acción y Aventura,8.26,TV,Dr. Stone
Emocionales y Humanistas,8.26,Movie,Hotarubi no Mori e
Acción y Aventura,8.26,Movie,Hotarubi no Mori e
Fantásticos y Experimentales,8.25,ONA,Fanren Xiu Xian Chuan: Waihai Fengyun
Acción y Aventura,8.25,ONA,Fanren Xiu Xian Chuan: Waihai Fengyun
Fantásticos y Experimentales,8.25,TV,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen
Acción y Aventura,8.25,TV,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen
Fantásticos y Experimentales,8.25,TV,Shinsekai yori
Emocionales y Humanistas,8.25,TV,Shinsekai yori
Misterio y Terror,8.25,TV,Shinsekai yori
Acción y Aventura,8.25,TV,Uma Musume: Pretty Derby Season 2
Emocionales y Humanistas,8.25,TV,Nodame Cantabile
Comedia,8.25,TV,Nodame Cantabile
Acción y Aventura,8.25,Movie,Tonari no Totoro
Acción y Aventura,8.25,Movie,Kuroshitsuji Movie: Book of the Atlantic
Misterio y Terror,8.25,Movie,Kuroshitsuji Movie: Book of the Atlantic
Acción y Aventura,8.25,OVA,Hajime no Ippo: Mashiba vs. Kimura
Acción y Aventura,8.25,TV Special,Hajime no Ippo: Champion Road
Acción y Aventura,8.25,Movie,Suzume no Tojimari
Fantásticos y Experimentales,8.25,OVA,Hunter x Hunter: Greed Island Final
Acción y Aventura,8.25,OVA,Hunter x Hunter: Greed Island Final
Fantásticos y Experimentales,8.24,TV,Dr. Stone: Science Future
Comedia,8.24,TV,Dr. Stone: Science Future
Acción y Aventura,8.24,TV,Dr. Stone: Science Future
Emocionales y Humanistas,8.24,ONA,Wu Liuqi: Anying Suming
Comedia,8.24,ONA,Wu Liuqi: Anying Suming
Acción y Aventura,8.24,ONA,Wu Liuqi: Anying Suming
Misterio y Terror,8.24,ONA,Wu Liuqi: Anying Suming
Acción y Aventura,8.24,TV,Golden Kamuy 2nd Season
Misterio y Terror,8.24,TV,Gyakkyou Burai Kaiji: Hakairoku-hen
Acción y Aventura,8.24,Movie,Stranger: Mukou Hadan
Fantásticos y Experimentales,8.24,TV,World Trigger 3rd Season
Acción y Aventura,8.24,TV,World Trigger 3rd Season
Fantásticos y Experimentales,8.24,TV,Kono Subarashii Sekai ni Shukufuku wo! 2
Comedia,8.24,TV,Kono Subarashii Sekai ni Shukufuku wo! 2
Acción y Aventura,8.24,TV,Kono Subarashii Sekai ni Shukufuku wo! 2
Fantásticos y Experimentales,8.24,TV,Kage no Jitsuryokusha ni Naritakute!
Comedia,8.24,TV,Kage no Jitsuryokusha ni Naritakute!
Acción y Aventura,8.24,TV,Kage no Jitsuryokusha ni Naritakute!
Fantásticos y Experimentales,8.24,Movie,Sennen Joyuu
Emocionales y Humanistas,8.24,Movie,Sennen Joyuu
Acción y Aventura,8.24,Movie,Sennen Joyuu
Fantásticos y Experimentales,8.24,TV,Planetes
Emocionales y Humanistas,8.24,TV,Planetes
Emocionales y Humanistas,8.24,TV,IDOLiSH7 Third Beat!
Comedia,8.24,TV Special,Meitantei Conan: Episode One - Chiisaku Natta Meitantei
Acción y Aventura,8.24,TV Special,Meitantei Conan: Episode One - Chiisaku Natta Meitantei
Misterio y Terror,8.24,TV Special,Meitantei Conan: Episode One - Chiisaku Natta Meitantei
Fantásticos y Experimentales,8.24,TV,Re:Zero kara Hajimeru Isekai Seikatsu
Emocionales y Humanistas,8.24,TV,Re:Zero kara Hajimeru Isekai Seikatsu
Misterio y Terror,8.24,TV,Re:Zero kara Hajimeru Isekai Seikatsu
Emocionales y Humanistas,8.23,TV,BanG Dream! It's MyGO!!!!!
Fantásticos y Experimentales,8.23,TV,Ore dake Level Up na Ken
